date	temp
19:10:29	24.187
19:10:30	24.25
19:10:31	24.25
19:10:31	24.25
19:10:32	24.25
19:10:33	24.25
19:10:34	24.25
19:10:35	24.25
19:10:36	24.25
19:10:36	24.25
